gruppo,nomeGruppo,senatore,nome,cognome,inizio,fine,carica
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/3939,Renato,Schifani,2013-03-19,2013-11-17,Presidente
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/27647,Vincenzo,D'Anna,2013-03-19,2013-11-19,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29114,Pietro,Langella,2013-03-19,2013-11-19,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/17635,Giuseppe,Ruvolo,2013-03-19,2013-11-19,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25558,Anna Maria,Bernini,2013-03-19,2013-11-24,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/227,Silvio,Berlusconi,2013-03-19,2013-11-27,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/4352,Donato,Bruno,2013-03-19,2013-12-03,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25458,Antonio,Milo,2013-03-19,2013-12-04,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29209,Emilio,Floris,2013-03-19,2013-12-10,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/23035,Paola,Pelino,2013-03-19,2014-02-04,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/4347,Paolo,Bonaiuti,2013-03-19,2014-04-21,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/1662,Alessandra,Mussolini,2013-03-19,2014-06-30,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/32,Maria Elisabetta,Alberti Casellati,2013-03-19,2014-09-25,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/17811,Pierantonio,Zanettin,2013-03-19,2014-09-25,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/22970,Francesco Maria,Giro,2013-03-19,2014-11-24,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/17857,Sandro,Bondi,2013-03-19,2015-03-30,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25416,Manuela,Repetti,2013-03-19,2015-03-30,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/22717,Anna Cinzia,Bonfrisco,2013-03-19,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29207,Francesco,Bruni,2013-03-19,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25261,Luigi,D'Ambrosio Lettieri,2013-03-19,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/17823,Ciro,Falanga,2013-03-19,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29118,Pietro,Liuzzi,2013-03-19,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29120,Eva,Longo,2013-03-19,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29159,Luigi,Perrone,2013-03-19,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29188,Lucio,Tarquinio,2013-03-19,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29197,Vittorio,Zizza,2013-03-19,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/17911,Riccardo,Conti,2013-03-19,2015-07-07,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25464,Riccardo,Mazzoni,2013-03-19,2015-07-28,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/17801,Denis,Verdini,2013-03-19,2015-07-28,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/63,Francesco Maria,Amoruso,2013-03-19,2015-09-21,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/22558,Pietro,Iurlaro,2013-03-19,2015-10-15,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/10369,Riccardo,Villari,2013-03-19,2016-02-09,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25412,Mariarosaria,Rossi,2013-03-19,2016-07-14,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29205,Augusto,Minzolini,2013-03-19,2017-04-20,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25568,Francesco,Aracri,2013-03-19,2017-05-24,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29163,Giovanni,Piccoli,2013-03-19,2017-10-09,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/1526,Altero,Matteoli,2013-03-19,2017-12-18,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25271,Bruno,Alicata,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29204,Bernabo',Bocca,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25214,Giacomo,Caliendo,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/476,Franco,Cardiello,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/500,Franco,Carraro,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/22899,Remigio,Ceroni,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/27874,Domenico,De Siano,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/17834,Enzo,Fasano,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/4192,Claudio,Fazzone,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29103,Paolo,Galimberti,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/1103,Maurizio,Gasparri,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/17887,Niccolo',Ghedini,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25491,Vincenzo,Gibiino,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/1407,Lucio,Malan,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29126,Andrea,Mandelli,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29128,Marco,Marin,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25205,Alfredo,Messina,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/17739,Nitto Francesco,Palma,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/23054,Antonio,Razzi,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25198,Maria,Rizzotti,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25206,Salvatore,Sciascia,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25398,Domenico,Scilipoti Isgro',2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29178,Francesco,Scoma,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25207,Giancarlo,Serafini,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25245,Cosimo,Sibilia,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29210,Sante,Zuffada,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25270,Simona,Vicari,2013-04-10,2013-05-02,Vicepresidente
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/4639,Giuseppe,Esposito,2013-04-10,2013-11-14,Vicepresidente
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/2064,Paolo,Romani,2013-04-10,2013-11-19,Vicepresidente
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/25270,Simona,Vicari,2013-05-03,2013-11-14,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/29212,Enrico,Piccinelli,2013-05-29,2015-12-21,Membro
http://dati.senato.it/gruppo/56,Il Popolo della Libertà,http://dati.senato.it/senatore/30259,Lionello Marco,Pagnoncelli,2013-06-03,2015-05-29,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/2064,Paolo,Romani,2013-11-20,2013-11-24,Presidente pro tempore
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/25558,Anna Maria,Bernini,2013-11-25,2018-03-22,Vicepresidente Vicario
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/2064,Paolo,Romani,2013-11-25,2018-03-22,Presidente
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/4352,Donato,Bruno,2013-12-03,2015-08-17,Vicepresidente
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/29209,Emilio,Floris,2013-12-11,2016-07-14,Tesoriere
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/23035,Paola,Pelino,2014-02-05,2018-03-22,Vicepresidente
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/30913,Domenico,Auricchio,2014-07-02,2015-09-21,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/31009,Stefano,Bertacco,2014-09-26,2017-09-05,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/31010,Bartolomeo,Amidei,2014-09-26,2017-10-09,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/752,Antonio,D'Ali',2014-10-13,2015-06-30,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/22970,Francesco Maria,Giro,2014-11-25,2015-06-30,Vicepresidente
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/752,Antonio,D'Ali',2015-07-01,2018-03-22,Vicepresidente
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/22970,Francesco Maria,Giro,2015-07-01,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/31391,Michele,Boccardi,2015-09-08,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/29209,Emilio,Floris,2016-07-15,2018-03-22,Vicepresidente
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/25412,Mariarosaria,Rossi,2016-07-15,2018-03-22,Tesoriere
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/3923,Antonio,Azzollini,2016-08-04,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/3939,Renato,Schifani,2016-08-05,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/29135,Mario,Mauro,2017-03-08,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/25539,Roberto,Cassinelli,2017-04-20,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/30913,Domenico,Auricchio,2017-06-28,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/29212,Enrico,Piccinelli,2017-06-28,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/19020,Massimo,Cassano,2017-07-25,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/29163,Giovanni,Piccoli,2017-10-31,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/29083,Cristina,De Pietro,2017-12-06,2018-03-22,Membro
http://dati.senato.it/gruppo/56,Forza Italia-Il Popolo della Libertà XVII Legislatura,http://dati.senato.it/senatore/17614,Franco,Mugnai,2017-12-21,2018-03-22,Membro
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/74,Giulio,Andreotti,2013-03-19,2013-05-06,Membro
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/638,Emilio,Colombo,2013-03-19,2013-06-24,Membro
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/29100,Vittorio,Fravezzi,2013-03-19,2014-03-25,Vicepresidente
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/1686,Riccardo,Nencini,2013-03-19,2014-03-25,Vicepresidente Vicario
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/29156,Franco,Panizza,2013-03-19,2017-04-04,Membro
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/29045,Hans,Berger,2013-03-19,2018-03-22,Segretario
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/29115,Albert,Laniece,2013-03-19,2018-03-22,Vicepresidente
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/29121,Fausto,Longo,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/29155,Francesco,Palermo,2013-03-19,2018-03-22,Membro
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/2553,Karl,Zeller,2013-03-19,2018-03-22,Presidente
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP, UV, PATT, UPT) - PSI",http://dati.senato.it/senatore/17879,Enrico,Buemi,2013-05-23,2014-03-25,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/30511,Elena,Cattaneo,2013-11-27,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/30510,Carlo,Rubbia,2013-11-27,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/29100,Vittorio,Fravezzi,2014-03-26,2017-04-04,Vicepresidente Vicario
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/17879,Enrico,Buemi,2014-03-26,2017-11-20,Vicepresidente
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/1686,Riccardo,Nencini,2014-03-26,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/29042,Lorenzo,Battista,2014-09-11,2017-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/29148,Andrea,Olivero,2014-12-03,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/29169,Lucio,Romano,2014-12-03,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/23008,Maria Paola,Merloni,2014-12-18,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/1672,Giorgio,Napolitano,2015-01-19,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/594,Carlo Azeglio,Ciampi,2015-03-18,2016-09-16,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/30512,Renzo,Piano,2015-03-18,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/29149,Luis Alberto,Orellana,2015-10-21,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/29100,Vittorio,Fravezzi,2017-04-05,2018-03-22,Membro
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/29156,Franco,Panizza,2017-04-05,2018-03-22,Vicepresidente
http://dati.senato.it/gruppo/69,Per le Autonomie (SVP-UV-PATT-UPT)-PSI-MAIE,http://dati.senato.it/senatore/17879,Enrico,Buemi,2017-12-21,2018-03-22,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29135,Mario,Mauro,2013-03-19,2013-05-07,Presidente
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29187,Gianluca,Susta,2013-03-19,2013-05-07,Vicepresidente Vicario
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/22814,Antonio,De Poli,2013-03-19,2013-05-13,Vicepresidente
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/17695,Alessandro,Maran,2013-03-19,2013-05-13,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29169,Lucio,Romano,2013-03-19,2013-05-13,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29196,Claudio,Zin,2013-03-19,2013-07-08,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29080,Gianpiero,Dalla Zuanna,2013-03-19,2013-12-09,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/22922,Benedetto,Della Vedova,2013-03-19,2013-12-09,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29211,Stefania,Giannini,2013-03-19,2013-12-09,Segretario
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/11320,Pietro,Ichino,2013-03-19,2013-12-09,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/6472,Linda,Lanzillotta,2013-03-19,2013-12-09,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/28543,Mario,Monti,2013-03-19,2013-12-09,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/25517,Aldo,Di Biagio,2013-03-19,2013-12-11,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29203,Salvatore Tito,Di Maggio,2013-03-19,2013-12-11,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29089,Angela,D'Onghia,2013-03-19,2013-12-11,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29036,Gabriele,Albertini,2013-03-19,2014-03-03,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29171,Maurizio,Rossi,2013-03-19,2014-04-29,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29148,Andrea,Olivero,2013-03-19,2014-12-02,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/520,Pier Ferdinando,Casini,2013-03-19,2014-12-15,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29129,Luigi,Marino,2013-03-19,2014-12-15,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/23008,Maria Paola,Merloni,2013-03-19,2014-12-17,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29187,Gianluca,Susta,2013-05-08,2013-11-05,Presidente
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29135,Mario,Mauro,2013-05-08,2014-11-17,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29169,Lucio,Romano,2013-05-14,2013-11-05,Vicepresidente
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/17695,Alessandro,Maran,2013-05-14,2013-12-09,Vicepresidente Vicario
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/22814,Antonio,De Poli,2013-05-14,2014-12-15,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29187,Gianluca,Susta,2013-11-06,2013-12-09,Membro
http://dati.senato.it/gruppo/70,Scelta Civica per l'Italia,http://dati.senato.it/senatore/29169,Lucio,Romano,2013-11-06,2014-12-02,Presidente
http://dati.senato.it/gruppo/70,Per l'Italia,http://dati.senato.it/senatore/29203,Salvatore Tito,Di Maggio,2013-12-12,2014-11-17,Vicepresidente
http://dati.senato.it/gruppo/70,Per l'Italia,http://dati.senato.it/senatore/29089,Angela,D'Onghia,2013-12-12,2014-11-17,Segretario d'Aula
http://dati.senato.it/gruppo/70,Per l'Italia,http://dati.senato.it/senatore/25517,Aldo,Di Biagio,2013-12-12,2014-11-19,Vicepresidente Vicario
http://dati.senato.it/gruppo/70,Per l'Italia,http://dati.senato.it/senatore/25517,Aldo,Di Biagio,2014-11-20,2014-12-15,Vicepresidente
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29056,Elisa,Bulgarelli,2013-03-19,2013-04-15,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29146,Maria,Mussini,2013-03-19,2013-04-15,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29149,Luis Alberto,Orellana,2013-03-19,2013-04-15,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29164,Sergio,Puglia,2013-03-19,2013-04-15,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29133,Marino Germano,Mastrangeli,2013-03-19,2013-04-30,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29075,Vito Claudio,Crimi,2013-03-19,2013-06-16,Presidente
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29143,Nicola,Morra,2013-03-19,2013-06-16,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29084,Paola,De Pin,2013-03-19,2013-06-23,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29104,Adele,Gambaro,2013-03-19,2013-06-23,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29038,Fabiola,Anitori,2013-03-19,2013-06-27,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29106,Mario Michele,Giarrusso,2013-03-19,2013-07-31,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29064,Monica,Casaletto,2013-03-19,2013-09-29,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29065,Gianluca,Castaldi,2013-03-19,2013-09-29,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29189,Paola,Taverna,2013-03-19,2013-09-29,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29193,Giuseppe,Vacciano,2013-03-19,2013-09-29,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29042,Lorenzo,Battista,2013-03-19,2014-01-09,Membro
http://dati.senato.it/gruppo/71,Movimento 5 Stelle,http://dati.senato.it/senatore/29139,Francesco,Molinari,2013-03-19,2014-01-09,Membro
